label,,text,label,title
残念,8023,『2000人の狂人』タイトルからくるパワーはまるでない残念なでき。それらしい話を用意してるところがむしろ余計でとてもつまらない。肝心のゴアシーンはほんの僅かで被害者も少なすぎて拍子抜け。せめて１００人ぐらい死体を積み上げて欲しい,残念,2000人の狂人
残念,7128,『Plastic Love Story』4)この映画は45分くらいの短編オムニバス形式でのほうがスマート。3人の女性のそれぞれの話が足を引っ張って、かえって集中できなくなるし、物語展開を追えなくなる。ここも抑制しないと、印象が薄い。,残念,Plastic Love Story
残念,10326,『DRAGONBALL EVOLUTION』いくらカメカメハ～～～って日本語で唱えても、これはもう似て非なるもの。原作者が「原作と違う視点で楽しめば」的コメント出していたことも納得。うう。,残念,DRAGONBALL EVOLUTION
残念,9490,『うさぎドロップ』あざとい！愛菜ちゃん使えば泣けるでしょ。しかも大河の主演張ってるマツケンだよ。妄想にはモテキ風にダンスシーンとか入れちゃったら面白いとか。設定にも演出意図が見え見えで全然ハマれなかった＾＾；,残念,うさぎドロップ
残念,3318,19002『GODZILLA 決戦機動増殖都市』うーん、相変わらず小難しいセリフ連発してて、なんや、ついていくのに必死σ(^_^;) やりたい事のイメージは伝わるけど、イマイチ入ってはいけないなあ。ゴジラ好きじゃなければ見ないね。,残念,GODZILLA 決戦機動増殖都市
残念,10231,『30デイズ・ナイト』吸血鬼である意味があったのか？ただ、30日間太陽が昇らないから吸血鬼にしちった感じ。残念!血飛沫具合は抜群なのでそっち方面好きな方にはお薦めhttp://bit.ly/h9pozP,残念,30デイズ・ナイト
残念,297,"『KAPPEI カッペイ』

もっと面白いのかと思ってたけど、あまりパッとしなかったな。",残念,KAPPEI カッペイ
残念,423,『N号棟』★☆☆☆☆ホラーを見るときに良いショットがあればいいと思っているがなかった。,残念,N号棟
残念,7414,『47RONIN』忠臣蔵をハリウッドでリメイクした結果、龍は出るわ天狗は出るわ、世界観も日本というよりは中国で、キアヌの意味もわからないし、豪華絢爛だけど、まったく別ものになってしまった。真田広之だけはカッコよかったなー。殺陣が。,残念,47RONIN
残念,278,"『Dr.コトー診療所』
え、これで終わり…？起承転まできてここまで結をぶん投げた話見たのエヴァ以来かも　クライマックスの部分から大分怪しさを感じてはいたけど…えー…",残念,Dr.コトー診療所
残念,7604,『HOMESICK』感情移入もできず。理解不能。とにもかくにもパンチ不足。,残念,HOMESICK
残念,9735,『NINE』キャストだけは豪華だが、ストーリー死ぬほどつまんねぇぇ！！,残念,NINE
残念,6106,『GAMBA ガンバと仲間たち』鑑賞。出崎アニメの出来が恐ろしいほど高いので、それと比較するとどうしても…… せめて技術的な見所があれば良かったのだけど、『トイ・ストーリー』にも及ばない。出崎版を知らない子供が見るには悪くないかもしれないが、だったら出崎版を観せてあげたい。,残念,GAMBA ガンバと仲間たち
残念,7098,『NY心霊捜査官』鑑賞。日本だとコメディ要素を入れられるであろう題材に、大まじめに取り組んでスベった感じ。アクションも根底の怖さが大したことがないので、ちっとも映えない。,残念,NY心霊捜査官
残念,9691,"『GAMER ゲーマー』#movieラスト近くのケーブルとキャッスルの対決場面で周りにいた端末持った人たちの正体は何だったのか？展開があまりにもご都合主義にすぎる。
全体的にわかりにくく納得のいかない映画。",残念,GAMER ゲーマー
残念,10186,『20世紀少年　最終章　ぼくらの旗』ひどい。噂以上に。,残念,20世紀少年＜最終章＞　ぼくらの旗
残念,7807,"『R-18文学賞 vol.1 自縄自縛の私』を観る。
登場人物の性格や展開がありきたりでがっかり。
若い娘が脱ぐからと云ってエロスがあるとはかぎらないんじゃないかな？",残念,R-18文学賞 vol.1 自縄自縛の私
残念,7993,『009 RE:CYBORG』期待して見た分物足りない感じでした。特にグッとくるモノもありませんでした。難しいテーマな感じがしつつも一体何がテーマかよくわからない感じ。なんだか残念でした。,残念,009 RE:CYBORG
残念,9716,「NECK」を観た。純粋なホラーじゃないとは思っていたが、実際に観てみると思った以上に怖くない。まるで新喜劇。恐怖と笑いは紙一重。間の取り方ひとつで悲鳴でも笑い声でも上げられるというのに、本作は悲鳴を上げられなければ笑いも起こせていない。,残念,NECK　ネック
残念,8434,『HOME 愛しの座敷わらし』原作は良いんだろうが、映画の方は一つ一つのエピソードが、軽く流れ過ぎて全然感情移入出来なかった…映画だけ見てると、そもそも座敷わらしの存在必要か⁈とすら思ってしまった。ただ、映像が美しいのは救いかな。☆2.0,残念,HOME　愛しの座敷わらし
残念,6622,『300 スリーハンドレッド　帝国の進撃』前作あんなに面白いのにな、残念,残念,300＜スリーハンドレッド＞ 〜帝国の進撃〜
残念,9695,"『GAMER ゲーマー』を観た。
題材とか設定は悪くないのに。編集、構成がいまひとつ。途中で観るのやめてしまった。",残念,GAMER ゲーマー
残念,10313,映画『DRAGONBALL EVOLUTION』備忘録。日本大人気漫画＆アニメがアメリカに輸出されたら、どうしてあんなB級アクション作品になってしまったのだろうか。アメコミ作品はしっかりした作品になっているのに。予想されたことではあるが、やはり実写化に向いた作品ではなかった。,残念,DRAGONBALL EVOLUTION
残念,1275,『#ハンド全力』インスタ映えばかりを気にする男子ハンドボール部。。試合では弱小チームなのにインスタ映えからハッシュタグで人気者になるが、試合では超弱小。そんな高校生たちの青春メイキングムービー！はっきり言えば面白くなかった！,残念,#ハンド全力
残念,6988,『MAMA』ダークファンタジー寄りのホラー。前半はホラー映画らしい演出が多く期待値が上がったが、私的に面白かったのはそこまで。後半から一気にファンタジー要素が強まり、“MAMA”という人物の謎に迫り始めた時点で怖い対象が消滅した。,残念,MAMA
残念,6881,【K2 初登頂の真実】世界一、世界初の業績を競い争う仕事をしている人達には余りに“有りがち”な身近なエピソードだろう。演出もインパクト弱い。それ以上にロケ地やまだまだ俊敏な動きの嘘っぽさ。素人目にも優し過ぎる自然の景観は幻滅。#映画,残念,K2 初登頂の真実
残念,9943,『いばらの王 ／King of Thorn』「やめてー！！！」ピカーン、、、ドーン！！！！　もうさすがに今それをやられるときつい。最初から最後まで既視感ありまくりで、その上つまらない。なんなんだこれは。,残念,いばらの王 -King of Thorn-
残念,6848,『GODZILLA　ゴジラ』無個性な主人公と押しつけ家族愛に目を瞑っても、主役怪獣のデブすぎて熊のような造形、エヴァの使徒をパクった敵、ひたすら工夫のないプロレス、、最初の原発事故が期待感あっただけに、このガッカリ感は深刻なレベルだ,残念,GODZILLA　ゴジラ
残念,7052,『MONSTERZ モンスターズ』藤原竜也×山田孝之×石原さとみ とか豪華すぎるのに、ストーリー残念すぎる(;_;)藤原竜也がただただ捻くれている映画(꒦໊ྀʚ꒦໊ི ),残念,MONSTERZ モンスターズ
残念,8713,『SAFE セイフ』★★☆☆☆妻を殺された元刑事が秘密を知る少女を助けて組織に立ち向かうアクション。ステイサムの激しい肉弾戦や、撃つわ撃つわの銃撃戦で死にまくります。少女がずっとしかめっ面であまりかわいくなかったのは残念です…,残念,SAFE／セイフ
残念,10536,『おっぱいバレー』なんか朝ドラ見てる見たいだった。死ぬはずがない主人公の死亡フラグをこれでもかと並べたてて、結局お約束の落とし所かぁってね。ところで、明日最終回だけど、目的を感触に切り換えるぐらいのヒネリはあるのだろうか。,残念,おっぱいバレー
残念,7840,【R100】OPはこれまでで1番映画的で一瞬期待したけど、あの顔フニャ効果から暗雲が。毎回思うけど、どの作品も映画の流れが死んでる。やっぱりコント集的な作り方になってる。ブツ切りのつなぎ合わせなので、カタルシスが全くない。,残念,R100
残念,4869,リミテッド手法で作られているのは良いのだけど、間の取り方とアニメーションとレイアウトとカッティングと構成が壊滅的。モデルもえらく低クオリティ。脚本も矛盾点が多くサイボーグ戦士の無能っぷりがひどい。内容も退屈,残念,CYBORG009 CALL OF JUSTICE 第1章
残念,9056,『GANTZ PERFECT ANSWER』せめてコントローラは再現してほしかった。原作ファン向けの内容ではなくて二宮和也のアイドル映画だったので今回の映画オリジナルの展開とラストには妙に納得した。,残念,GANTZ　PERFECT　ANSWER
残念,6357,『#REC4レック4 ワールドエンド』邦題の副題がナンセンスなのも問題。これ流行りのバイオなんちゃらみたいに付けたんだろうが、余計なことせずに原題通りアポカリプスで良かった。どうしても色出したいなら「アンヘラ危機一髪」とかにしろ,残念,REC レック4 ワールドエンド
残念,7446,『ABC・オブ・デス』…Ｔが良かったです。にしても２６打席あってヒット数少なすぎませんかね。やはり５分という厳しい条件だからか。,残念,ABC・オブ・デス
残念,9821,ガミラスの描写、あんな精神生命体にしてはそもそもヤマトをやる意味がいよいよ無いのでは？地球人もガミラス人も同じ人間というのが一つのテーマでは無いのですか？後にスタッフがアバター見て「こんなやり方もあるのか」とか言ってましたがアホかと,残念,SPACE BATTLESHIP ヤマト
残念,9885,『TSUNAMI-ツナミ-』鑑賞。3組の男女のドラマが必要以上に長い！肝心のメガ津波もそのアクセント程度に発生するだけで、バカが引き起こす二次災害や流された主人公達と叔父さんの位置関係など、窮地に陥った人間描写のあまりの雑さにビックリ！コメディだとは思わなかった。,残念,TSUNAMI　-ツナミ-
残念,8676,『REC レック3 ジェネシス』/前２作と繋がりはあるけど、POV手法を捨てたのには驚いた。それはまぁいいんだけども、腹立つことに所々でお笑いに走ってるでしょ。そのせいで完全に安っぽいおバカなスプラッター映画に成り下がったよね。,残念,REC レック3 ジェネシス
残念,7409,"『47RONIN』
割り切って観るべきなんだろうけど、中国とモンゴルと日本のあれそれを混合させたようなセットや衣装、ヘアメイクがとにかく残念。三国志のついでに撮ったの？という感じ",残念,47RONIN
残念,10430,『PUSH／光と闇の能力者』劣化版X-MEN 厨二病映画 ダコタファニングも大人になってたのが少し残念 笑 あいあむさむの頃の彼女が一番だな,残念,PUSH　光と闇の能力者
残念,8469,『I'M FLASH!』グダグダしてて何回も寝かけたよ。銃撃シーンくらいしか記憶に残らない。,残念,I'M FLASH!
残念,10185,『20世紀少年　最終章　ぼくらの旗』エンディングはハッピーにしたかったんでしょうが、あんまり意外性なし。ケロヨンに関しては香川照之が演じてる時点で何かある気はするわな。原作ファン以外は観る価値なし。単体としては平均以下。30点。,残念,20世紀少年＜最終章＞　ぼくらの旗
残念,8133,『4：44 地球最期の日』試写会で鑑賞。あまりの展開の無さに猛烈な眠気との戦いだったよ。4：44に最期なら普通寝とけよと言いたい。トークショーの有村昆さんに全く終末感が無いのが対比としては面白かった,残念,4:44 地球最期の日
残念,8654,『POV 呪われたフィルム』/さて、そういった世界的流れに乗るべく日本でも制作されたPOV映画が本作なわけです。前半のモキュメンタリー演出は「最悪」といって良い。全部「演技」にみえる。しかも再現ドラマレベルの。#eiga,残念,POV〜呪われたフ ィルム〜
残念,10328,『DRAGONBALL EVOLUTION』　何部作に分けて、じっくり描いていけばイイ作品になったかも知れないのに。現実世界へ設定を変えるあたりがハリウッド的だ。,残念,DRAGONBALL EVOLUTION
残念,6094,『FOUJITA』パリでの話で通すのかと思いきや戦時中の日本の話になってからは、ダラダラと睡魔を誘う展開で結局こいつは何者なんだって感じかなあ。,残念,FOUJITA
残念,6404,『S 最後の警官 奪還 RECOVERY OF OUR FUTURE』この手の映画をIS関係者や隣国の工作員たちが見たら日本なんざテロ起こし放題だと思うじゃねーか！あまりに幼稚なおまわりさんとおばかちゃんなテロリストたち。以上！,残念,S-最後の警官- 奪還 RECOVERY OF OUR FUTURE
残念,4227,『LOGAN ローガン』長い、地味、つまらない、寝た。とにかく残念な作品。,残念,LOGAN／ローガン
残念,6853,『GODZILLA　ゴジラ』をDVDで鑑賞。冒頭15分程度、終わり15分程度を見れば十分。個人的にはローランド・エメリッヒ監督の『GODZILLA』の方が断然面白いと思う。#movie,残念,GODZILLA　ゴジラ
残念,10388,『MW　ムウ』テレビ放映を見越して主演の２人がホモ関係という要素を省いてしまったので、映画というより玉木宏のプロモーションビデオになってしまった。他にも米軍の隠ぺい等、省いてはいけない重要な要素を全部除去してしまった、正に改悪映画化。,残念,MW -ムウ-
残念,4202,『LOCKDOWN ロックダウン』「密室パニックモンスターカー映画」を「密室パニックモンスター映画」と空目して見てしまった モンスターカーと言うほどのものでもはない 親の愛情+ハイテクは誰得ではある#映画#movie,残念,LOCKDOWN ロックダウン
残念,5276,『Mr.ホームズ　名探偵最後の事件』0721[D]★★☆☆☆#movie老いたホームズが主人公。人間味があるところは好感が持てたが、ながらで観てたこともあり、あまりストーリーが入ってこなかった。真田広之が出てたけど、いるかな・・,残念,Mr.ホームズ　名探偵最後の事件
残念,8474,『I'M FLASH!』冒頭のクルマとバイクの衝突シーンが観たいなと思って我慢してみてみたものの、何と何と大根役者とゴリラ女のアレかよ！番宣か予告編かで銃撃戦がジョニー・トーみたいでカッコいいと思ったが、錯覚だったかな。,残念,I'M FLASH!
残念,7058,『MONSTERZ モンスターズ』この題材ならもう少し良い作品が作れたであろう。脚本、映像、効果音ダメ。主演2人は上手いのだから余計な演出はいらず、ギャグにしか思えない。バトルでなく2人の異種の喪失感や虚無感が主なら尚更。残念。,残念,MONSTERZ モンスターズ
残念,5682,いやぁシックスセンス的なのは良いんだけど、メリハリがなくて淡々としすぎ。時間の無駄って思う。手抜きにもほどがある。こんな単調な映画、ホラーでもミステリーでもサスペンスでもない。死が輪廻する密室はいい設定だけどプロットが塵,残念,7500
残念,7273,【感想記・009ノ1】岩佐は綺麗でかっこよかったけどやっぱ見せ所オッパイにさせられるわけで…！石ノ森は何故オッパイとスパイをかけてしまったのか…！だめだーあたしおっぱいにも尻にも太ももと尻のぱんつの食い込み肉にも全然興味わかない('A`),残念,009ノ1 THE END OF THE BEGINNING
残念,8062,障害者はこんな酷い目に遭うと問題を投げかけておき、何の対応策や解決策のヒントもない。住む家を騙しとられた障害者の仲間と暮らす為に、売春を強要する父親の元に戻る娘。最後は盗んだ抽選券で当たった家で皆で暮らす。ふざけているのかと腹が立った,残念,39窃盗団　サンキューせっとうだん
残念,6893,『K2 初登頂の真実』世界で一番登頂が難しいK2に挑むイタリアの男たちを描いた映画。えー！えー！晴れやかに終われないよ！と思ったらクレジット前に説明が。むしろそっちもちゃんと描いた方がいいんじゃないの？となんとも言えない気持ちに…,残念,K2 初登頂の真実
残念,9105,『KG カラテガール』最低だった。せっかく演者の体技はいいのに、それらを全て無駄に、いや、踏みにじってさえいる脚本と演出のひどさ。あとOPには度肝を抜かれた。全部ナレーションって…。何で邦アクションはこんなんばっかなのか…。,残念,KG カラテガール
残念,10285,『BALLAD 名もなき恋のうた』元のしんちゃんを知らないので比べての評価はできませんが、何だか物語にメリハリがない感じ。最後も唐突で、？？？となってしまいました。,残念,BALLAD 名もなき恋のうた
残念,7045,"ブログを更新しました。 『「MIRACLE デビクロくんの恋と魔法」このキャストを揃えながらその内容って、酷く無いですか？』
⇒http://ameblo.jp/yukigame/entry-11956161391.html…",残念,MIRACLE デビクロくんの恋と魔法
残念,858,『AVA／エヴァ』なんだか中途半端な出来栄え。かっこよくしようとしているのはわかるけど、途中で挫折してしまった感じもする。ジェシカ・チャスティンはクールだった。,残念,AVA／エヴァ
残念,9423,『あぜ道のダンディ』散発的には面白いシーンがあるも全体的にはかなり甘口で、泣かす気満々の物語・演出に終始入れなかった。父親はダンディではなく不器用、子供達は無愛想ではなく極端な良い子。ハートフル過ぎて逆に興ざめ。「中の下」の面白さ。,残念,あぜ道のダンディ
残念,6311,＜PAN ネバーランド、夢のはじまり＞「ワニ？」って表情は可愛かったけどhttp://mixi.jp/view_bbs.pl?comm_id=2326772&id=79317441,残念,PAN 〜ネバーランド、夢のはじまり〜
残念,6076,『フィアー・エックス』。身を焦がすまで、何度も何度も、何度でも。レフン幻の一作。そのまま幻にしておく方が良かったかと。お馴染みの赤配色、急にブチ込まれる猛烈なグラフィックなど、レフンらしさを一貫して感じられるのと同時に、得られる物の少なさが途中から滲み出てくるのが良くない。☆2,残念,FEAR X フィアー・エックス
残念,10616,『さまよう刃 (2009)』東野圭吾原作の社会派サスペンス。娘をレイプ殺人された父親が少年法に守られ極刑されない未成年の犯人に自ら復讐する。寺尾聡かなり悲壮感漂ってた。あまり良くなかった。安っぽい感じがどうもな〜(^_^;),残念,さまよう刃
残念,4800,『Born in the EXILE 三代目J Soul Brothersの奇跡』もう少しBLUE PLANETの舞台裏に絞って掘り下げた方が良かったと思う。ドラマ性もなくメンバー個々を深く知ることもできない。微妙な挿絵が多い。,残念,Born in the EXILE 〜三代目 J Soul Brothersの奇跡〜
残念,8162,"『ALWAYS 三丁目の夕日’64』
見た。けどなんか好きになれないなあ。

その世代じゃないからかな？
関係ないけどあの男の人の喋り方がイライラする。",残念,ALWAYS 三丁目の夕日’64
残念,7420,『47RONIN』忠臣蔵はプロットなだけで内容は不思議な東洋ムード漂う世界で妖怪と戦う話。この手の変な日本描写はもう日本じゃウケないし多分アメリカさんもおもろないだろうし誰得なの。ストーリーもヒネリがないし。40点。#eiga,残念,47RONIN
残念,7102,15049『NY心霊捜査官』を鑑賞。いわゆる悪魔払い、エクソシストやな。それやったらそれで、そこの切り口でええのに、なんや回りくどいし、イメージに表現がついてきてへん。なんでこんな難しくやるんかな？シンプルでよかったんちゃう？,残念,NY心霊捜査官
残念,9878,『TSUNAMI ツナミ』泣けるディザスタームービー。だがこれがその手の傑作とは思えない。津波シーンはゴジラ出現シーンを待ちわびる感覚と同様。主人公らの行動から、後半（津波到来後）の展開がミエミエ。,残念,TSUNAMI　-ツナミ-
残念,10134,アクションが多いのに見づらいという致命的なところが目立ち、他にも展開は忙しい割にストーリーは意外と進んでいない。黒幕の狙いに意外性はあるが、それ以外は評価できる点はない。『007 慰めの報酬』#movie,残念,007／慰めの報酬
残念,10327,『DRAGONBALL EVOLUTION』超ハズレでした。一緒に観に行った息子は超ガッカリしてた苦い思い出が蘇ります(ノω=; )。。。,残念,DRAGONBALL EVOLUTION
残念,5937,『Dearダニー　君へのうた』#eiga#movieすっごく好きなラストだったんだけれども、ラストの実際のコメントはう～～んだからこそ、蛇足って気がしたわ。あそこで終わってほしかったな～～。もったいない。わかるけどさ～。,残念,Dearダニー 君へのうた
残念,7158,『ROOM237』予想通りのトンデモ深読みこじつけ映画であったｗ アポロ号月着陸映像捏造説まで飛び出してきてどうしようかと思ったｗ いってる本人は大真面目なんだろうけど、これはネタ映画にしか見えない。細切れカットだけど『シャイニング』の印象的なシーンを大画面で観れたのは良かった。,残念,ROOM237
残念,7528,ドラゴンボールだからギャグが多いのはいいし、CG用いた戦いのシーンはそれなりに良く出来ているとは思うのだが、緊張感とか絶望感とか、戦闘を盛り上げる部分に欠けているのが致命的。『DRAGON BALL Z 神と神』#movie,残念,DRAGON BALL Z 神と神
残念,1119,『MISS ミス・フランスになりたい！』…トランスジェンダーに対する差別的な描写にもなっているという当事者の意見を聞いて、安易に映画に感動した自分をやや反省しました。,残念,MISS ミス・フランスになりたい！
残念,3855,"『BLAME!』
表情が死んでいた。
3Dが厳しい。。",残念,BLAME!
残念,8818,"『100,000年後の安全』100,000年後に人類が存在する確率は極めて低い。そんなことより他のことが気になる。どうでもいいことえんえんと科学者がつぶやく埋草みたいな映画。（笑）",残念,"100,000年後の安全"
残念,8650,POV 呪われたフィルム、観ました。ホラーは好きじゃないんだけども、時間が合うのがこれだったので。Point of view（主観撮影）の映画は今流行ですが、退屈で面白くない作品でした。ただ川口春奈のこれからの活躍に期待するのみ。,残念,POV〜呪われたフ ィルム〜
残念,9810,『SP 野望篇』だからさーこういう長い時間かけての予告編映画は観客に対して失礼だし映画愛にかけるよ。岡田君は頑張ってるけど。商売の仕方があざとすぎる。,残念,SP 野望篇
残念,4671,『64 ロクヨン　前編』★★,残念,64-ロクヨン-前編
残念,8206,『ATM』Netflixで鑑賞。殺人鬼の脅威から逃れるべくATMに立て篭もった３人の男女。彼らのバカさ加減に終始イライラ。逃げられるだろ！助け呼べるだろ！何なら立ち向かえるだろ！なのにそれらの選択肢を放棄して喚く姿に心底呆れる。駄作,残念,ATM
残念,5028,『JUKAI 樹海』突っ込みどころの多いB級ホラーで、日本のことをよく知らない人がつくった作品という印象。海老とか遺体安置所の演出は？？？で、ロケ地が日本じゃないいい加減さもあるが、これなら、日本を舞台にしてほしくなかった,残念,JUKAI 樹海
残念,1896,『WAVES／ウェイブス』プレイリストムービーって事でもっとPV風かと思ったらちゃんとストーリーがあった。でも個人的に音楽にはピンと来なかった。主人公タイラーには全く共感できず。怒りを制御できないクソガキ！他人や物にあたるな！,残念,WAVES／ウェイブス
残念,10145,『13日の金曜日』ジェイソンってこんなに人殺し多彩だったか？弓矢使うわ斧投げるわトラバサミなんて仕掛けちゃってたりほかにも色々...。序盤は容赦なくてよかったけど本筋に入ってからが生温すぎ。個人的に彼は鉈だけ振り回していればいいよ。,残念,13日の金曜日
残念,9631,『BOX 袴田事件　命とは』　そんなに悪くはないとも思うのだが、再現VTR＋α程度にしか思えなかった。再審請求中で結末がハッキリしていないのは分かるが、苦悩する熊本と袴田の心理劇の方へ軸をずらされたのが消化不良。電車で隣同士に座るのは不要。,残念,BOX 袴田事件 命とは
残念,9717,『NECK ネック』荒唐無稽というか、なんというか。なんでも「ばーん」とやって「ちゃー」っと片付ける的な。アタシの独断と偏見ですが、細川茂樹さんだけはさいこー。細川さんのシーン、超好み。http://bit.ly/hHuJkv,残念,NECK　ネック
残念,9396,『あぜみちジャンピンッ！』正直苦手な作品。聾者が主人公のHIP-HOPガールズムービー。なんか中学生日記の駄目回みたいな話ー。さらに嫌なのは主人公はおろか主人公の友人からダンスのチームメイトに至るまで皆がSPEED以上にかわいいこと。,残念,あぜみちジャンピンッ！
残念,9756,"首都圏遠征でnude鑑賞だん。原作のAV女優は知らなかったが、まああんな感じで""業界""に入って/入れられてゆくんだろうねぇ。主演の人含めてよくやっているとは思うが、ちと尺が長い。",残念,nude
残念,8209,『ATM』設定は面白いのに恐怖感も伝わってこないしフォーンブースの劣化版感は否めない。もっと面白く出来たはず。つか最初の時点ではよ出て走れよ 笑,残念,ATM
残念,10180,『20世紀少年最終章ぼくらの旗』スピリッツの原作と違う結末には全く期待してなかったのでトモダチの正体がカツマタ君というのは軽いサプライズだったけどだからって今更なんだよな。ヨシツネがトモダチという前作終盤のミスリードは何だったのか。,残念,20世紀少年＜最終章＞　ぼくらの旗
残念,6998,『MARCHING 明日へ』復興支援とはいえ喰い足りない！#movie,残念,MARCHING 明日へ
残念,2771,『The Crossing -ザ・クロッシング- Part Ⅰ』鑑賞。美男美女のどアップ、火薬多めのCG、恥ずかしいどモノローグ、メロディで綴る歴史メロドラマ。ジョンウーのブレないがもう残骸のような演出だ。長澤まさみは造花のよう。物語はあまり進まず後編の太平輪の悲劇へ。さて。,残念,The Crossing -ザ・クロッシング- PartⅠ
残念,3925,アメブロを更新しました。 『「Death Note デスノート」アメリカ版は酷い出来でしたね。原作の良さを解ってないです。』#デスノート#DEATHNOTEhttps://t.co/dJkWy1Z6pY?amp=1,残念,Death Note デスノート
残念,435,『N号棟』実話モデルのホラー的怖さは皆無で、人間怖い系としてはキャラ描写弱くリアリティなし。感動も爽快感もなくただ自己中主人公とチャラ男の元カレにムカつくだけ(笑)。製作者の死生観には1ミリも興味湧かず。剛力無双かました後、ベルトをガチャっと締める主人公の所だけクスッとしたが。,残念,N号棟
残念,5808,"『アニー』
キャメロンディアスとウォレスは可愛かったけど全体的になんだこれ？という感じ。ジャンゴもこんな所で何をしている⁈
古い方を観るべきだったようだ。",残念,ANNIE／アニー
残念,6007,『EARTH TO ECHO アース・トゥ・エコー』かなり残念な映画、差別的なキャラクター設定があり、女性は浅はかでバカ、黒人は軽薄でバカと言う典型的な白人思想によって作られている。,残念,EARTH TO ECHO アース・トゥ・エコー
残念,4237,『LOGAN ローガン』題材は良かったと思うけど色々脈絡がなさ過ぎて入り込めなかった。,残念,LOGAN／ローガン
残念,7037,＜MIRACLE デビクロくんの恋と魔法＞それなりに期待してたのですが･･･。http://t.co/TRXTzP0lMV,残念,MIRACLE デビクロくんの恋と魔法
残念,5740,『96時間　レクイエム』２作目も脚本に大失敗してたけれど、それでもいいところはあった。しかし今回は…正直いいとこなし。一作目が好きでも観ない方がいい映画。,残念,96時間　レクイエム
残念,4308,『PARKS パークス』★,残念,PARKS パークス
残念,662,"22068『12番目の容疑者』前半はかなり退屈。1時間を超える辺りから急展開をみせるが、どうもイマイチよく分からない。歴史や民族的に詳しくないと、ちょっと消化不良かも？
まあ、僕に学がないだけと言えばそれまでだが(⌒-⌒; )",残念,12番目の容疑者
残念,5823,『アニー』誰が一番良かったってキャメロン・ディアス。キャラも、苦手な歌もよかった！キャメロンディアスとその彼？との関係も。リメイクするなら現代じゃなくって、ブロードウェイのままリメイクしてほしかった。もう2度と見ないであろう,残念,ANNIE／アニー
残念,9557,『9 ナイン 9番目の奇妙な人形』あまりにも説明不足だった。謎めいた始まりはいいとして、最後までゴールが説明されないので、ずっと置いてきぼり。ラストは生命誕生という解釈でいいのか……。マシンの造形は良かったが、好みが分かれそう。,残念,9（ナイン）〜9番目の奇妙な人形〜
